"","(Intercept)","brlen.median","brlen.ratio","brlen.var","lambda","max.brlen","max.internal","max.tip","min.brlen","min.internal","min.tip","mu","Ntip","turnover","df","logLik","AICc","delta","weight"
"213",5.1185869600582,NA,NA,-4.83145802956493e-08,NA,4.41249632263273e-05,NA,0.000130348913839328,-1.60394353500559,NA,NA,NA,NA,NA,6,-13992.6653111429,27997.3390281698,5275.73945586157,0
"642",4.90844753317165,0.041864334639859,NA,NA,NA,NA,NA,NA,-0.81235548686728,NA,-1.53837043108239,NA,NA,NA,5,-13994.5348303785,27999.0756643591,5277.47609205082,0
"4230",5.31318664969108,0.0465451907253347,NA,5.93980707859367e-09,NA,NA,NA,NA,-2.50202407276728,NA,NA,NA,NA,-0.0509822453373184,6,-14000.4570568083,28012.9225195007,5291.3229471924,0
"2225",4.3841792368694,NA,NA,NA,NA,0.000138237694785226,-0.000118829096287137,NA,-0.655983397725885,NA,NA,NA,0.00198798660657492,NA,6,-14007.0233475362,28026.0551009565,5304.45552864821,0
"518",4.92054251989604,0.0398197407691904,NA,6.47809521229104e-09,NA,NA,NA,NA,NA,NA,-1.82723965222615,NA,NA,NA,5,-14010.3551897168,28030.7163830358,5309.11681072755,0
"1089",4.27986609006711,NA,NA,NA,NA,NA,NA,0.000162774577446203,NA,NA,NA,17.5285200854038,NA,NA,4,-14011.6841142629,28031.3722305269,5309.77265821862,0
"1287",4.32753333762619,NA,1.05090827470489e-08,8.08654549265255e-09,NA,NA,NA,NA,NA,-0.458040184719043,NA,19.0508304208824,NA,NA,6,-14011.6345661656,28035.2775382153,5313.677965907,0
"4201",6.81975883613095,NA,NA,NA,-16.087153870942,NA,1.33189839822858e-05,9.80888956467561e-05,NA,NA,NA,NA,NA,-0.0647533658866252,6,-14015.5592605527,28043.1269269896,5321.52735468131,0
"2193",4.38607777486239,NA,NA,NA,NA,1.94951726731118e-05,NA,NA,-0.647149071906189,NA,NA,NA,0.00198782462728645,NA,5,-14018.1850472427,28046.3760980876,5324.77652577933,0
"4185",6.82501220492597,NA,NA,NA,-16.1407334392503,1.3267678223664e-05,NA,9.57787543659864e-05,NA,NA,NA,NA,NA,-0.0648323411814031,6,-14018.8752379672,28049.7588818185,5328.15930951024,0
"2323",4.26652698967175,NA,7.60342830695412e-09,NA,NA,1.82926092677218e-05,NA,NA,NA,0.0536049557594121,NA,NA,0.00216747179902166,NA,6,-14019.6726725964,28051.3537510769,5329.75417876868,0
"2339",4.26697770950087,NA,7.84369090113689e-09,NA,NA,NA,1.82771557064398e-05,NA,NA,0.0542154564540271,NA,NA,0.00216690229185277,NA,6,-14019.705430513,28051.4192669101,5329.81969460184,0
"2067",4.28395423454735,NA,7.59142014001567e-09,NA,NA,1.83547356159166e-05,NA,NA,NA,NA,NA,NA,0.00213955665638037,NA,5,-14021.296279162,28052.5985619261,5330.99898961783,0
"2083",4.28460641985538,NA,7.83247818651538e-09,NA,NA,NA,1.8339344147222e-05,NA,NA,NA,NA,NA,0.00213867094055795,NA,5,-14021.3663402254,28052.738684053,5331.13911174476,0
"2209",4.38639288287389,NA,NA,NA,NA,NA,1.94464223202326e-05,NA,-0.645260417133478,NA,NA,NA,0.00198845013729237,NA,5,-14022.1381089138,28054.2822214297,5332.68264912143,0
"2099",4.2841709927883,NA,7.67197733193407e-09,NA,NA,1.22001324191343e-05,6.15095460676438e-06,NA,NA,NA,NA,NA,0.00213924755490747,NA,6,-14021.2723507425,28054.5531073692,5332.95353506091,0
"4482",5.31538193001973,0.0469454921238007,NA,NA,NA,NA,NA,NA,-2.61855263306165,0.0719359765997247,NA,NA,NA,-0.0514515813347523,6,-14023.3359685453,28058.6803429747,5337.08077066647,0
"4226",5.31344256730668,0.0471643439970655,NA,NA,NA,NA,NA,NA,-2.51609443860866,NA,NA,NA,NA,-0.0513608135549828,5,-14024.6982001051,28059.4024038124,5337.80283150412,0
"5123",3.74591305085781,NA,1.07972440700078e-08,NA,NA,NA,NA,NA,NA,NA,NA,22.7473837268145,NA,0.0313907240728339,5,-14028.3607460276,28066.7274956574,5345.12792334915,0
"6337",4.55602247117375,NA,NA,NA,NA,NA,NA,0.000228788506205877,-0.553544412659626,NA,NA,NA,0.00204383470441602,-0.0211678526323837,6,-14030.0497540544,28072.107913993,5350.50834168471,0
"6213",4.50610990938463,NA,NA,7.28188977119011e-09,NA,NA,NA,0.000217953568729135,NA,NA,NA,NA,0.00216979979281906,-0.0242370622878329,6,-14031.9257692525,28075.859944389,5354.26037208079,0
"5126",3.96960268194076,0.0109174500956244,NA,7.34609647371154e-09,NA,NA,NA,NA,NA,NA,NA,19.3868908788427,NA,0.0131131465885341,6,-14032.0140148385,28076.0364355611,5354.43686325289,0
"514",4.9176322310445,0.0404180991596952,NA,NA,NA,NA,NA,NA,NA,NA,-1.83679483703746,NA,NA,NA,4,-14039.1487107703,28086.3014235416,5364.70185123335,0
"4139",7.00491112457016,NA,8.53338415147625e-09,NA,-18.0422096784709,NA,1.36700279353464e-05,NA,NA,NA,NA,NA,NA,-0.0669981941078339,6,-14038.7817707661,28089.5719474163,5367.97237510802,0
"4123",7.00472154758237,NA,8.3608792743346e-09,NA,-18.0389357076326,1.36497331066955e-05,NA,NA,NA,NA,NA,NA,NA,-0.0670041379902874,6,-14040.3371961491,28092.6827981824,5371.08322587411,0
"1030",4.16658424389385,0.0146322784539048,NA,7.19738971369140e-09,NA,NA,NA,NA,NA,NA,NA,17.3413956183011,NA,NA,5,-14046.4709912517,28102.9479861055,5381.34841379726,0
"6211",4.50794955533832,NA,4.31335375783832e-09,NA,NA,NA,NA,0.000211229898904382,NA,NA,NA,NA,0.00217002191218655,-0.0239679381795685,6,-14052.4265253657,28116.8614566156,5395.26188430731,0
"2497",4.29456348373619,NA,NA,NA,NA,NA,NA,0.000215616481158085,-1.52890816507514,0.522043803437969,NA,NA,0.00212483805646198,NA,6,-14055.2133124477,28122.4350307796,5400.83545847134,0
"1283",4.32646011277864,NA,1.09119265080012e-08,NA,NA,NA,NA,NA,NA,-0.456282764008539,NA,19.1691695540854,NA,NA,5,-14056.656340647,28123.3186848961,5401.71911258781,0
"527",6.48888449258902,NA,1.02742109370432e-08,6.83402138193419e-09,-17.5710316807144,NA,NA,NA,NA,NA,-1.60075576342015,NA,NA,NA,6,-14058.2757891948,28128.5599842738,5406.96041196551,0
"4245",5.37969041925104,NA,NA,-5.58346129769234e-08,NA,5.10330557696436e-05,NA,NA,-1.28957740555138,NA,NA,NA,NA,-0.0213851559778638,6,-14058.9189510711,28129.8463080263,5408.24673571801,0
"4118",5.34648782691824,0.0190870739753029,NA,-4.34270124166868e-08,NA,3.9838960076345e-05,NA,NA,NA,NA,NA,NA,NA,-0.0457413517999469,6,-14059.9956893955,28131.9997846751,5410.4002123668,0
"625",5.19901250094325,NA,NA,NA,NA,-0.000462036957402463,0.000478529892091453,0.000272757302699957,NA,NA,-1.19996490182306,NA,NA,NA,6,-14060.668709245,28133.3458243741,5411.74625206585,0
"6465",4.48577947023127,NA,NA,NA,NA,NA,NA,0.000220200691072122,NA,0.103056570608055,NA,NA,0.00222940013964075,-0.0253687763380991,6,-14062.6491290764,28137.3066640368,5415.70709172857,0
"2353",4.26123270860194,NA,NA,NA,NA,0.000128626978217429,-0.000109621287952864,NA,NA,0.0477817860487642,NA,NA,0.0021838352369014,NA,6,-14063.0535900409,28138.115585966,5416.51601365771,0
"2097",4.27674572261294,NA,NA,NA,NA,0.000129633663746209,-0.00011057444202948,NA,NA,NA,NA,NA,0.00215894822970565,NA,5,-14064.3319006272,28138.6698048565,5417.07023254828,0
"4134",5.34668626352353,0.0192060255018159,NA,-4.33281314145479e-08,NA,NA,3.97548156388715e-05,NA,NA,NA,NA,NA,NA,-0.0457993710827049,6,-14063.4324757595,28138.8733574031,5417.27378509485,0
"4261",5.38054800489728,NA,NA,-5.57448965269992e-08,NA,NA,5.09660952029269e-05,NA,-1.28586122968464,NA,NA,NA,NA,-0.0213512417921487,6,-14067.0733955222,28146.1551969285,5424.55562462028,0
"6209",4.50431445663458,NA,NA,NA,NA,NA,NA,0.000222883032927635,NA,NA,NA,NA,0.00217904166056061,-0.0242163689179387,5,-14068.1997148225,28146.4054332471,5424.80586093886,0
"5122",3.974015031809,0.0116598149131403,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3395034939568,NA,0.0124353630170618,5,-14068.8451396945,28147.6962829911,5426.09671068288,0
"2321",4.26332753275384,NA,NA,NA,NA,1.90865036685516e-05,NA,NA,NA,0.0508387911743899,NA,NA,0.00218315319417743,NA,5,-14072.4518889699,28154.909781542,5433.31020923375,0
"2065",4.27986162305844,NA,NA,NA,NA,1.91442397247597e-05,NA,NA,NA,NA,NA,NA,0.00215665290293825,NA,4,-14073.8970629919,28155.7981279848,5434.1985556765,0
"2337",4.26369674632948,NA,NA,NA,NA,NA,1.90419658589704e-05,NA,NA,0.0515741219290446,NA,NA,0.00218364058795641,NA,5,-14076.0018706341,28162.0097448704,5440.41017256212,0
"2081",4.2804722297696,NA,NA,NA,NA,NA,1.9100088529359e-05,NA,NA,NA,NA,NA,0.00215676001186623,NA,4,-14077.4881876735,28162.980377348,5441.38080503979,0
"779",6.5412329654722,NA,1.0520933012314e-08,NA,-18.2047870672699,NA,NA,NA,NA,-0.170624911395243,-1.52727216500444,NA,NA,NA,6,-14076.5154156731,28165.0392372304,5443.43966492214,0
"4425",7.22111765384361,NA,NA,NA,-20.6417238571775,NA,NA,0.000125804631843057,NA,-0.616477241517706,NA,NA,NA,-0.0661532411426967,6,-14077.1182062588,28166.2448184017,5444.64524609347,0
"651",6.52661337468009,NA,1.05286050313381e-08,NA,-18.0373544339358,NA,NA,NA,-0.421207548293385,NA,-1.44402394814479,NA,NA,NA,6,-14077.9106270663,28167.8296600167,5446.23008770847,0
"1026",4.16092600568937,0.0151720576544213,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3986133444539,NA,NA,4,-14081.7663393083,28171.5366806175,5449.93710830926,0
"4705",5.41200317603983,NA,NA,NA,NA,NA,1.80641614468397e-05,0.000199628827653053,NA,NA,-1.08964245313894,NA,NA,-0.0185458402255956,6,-14088.024267766,28188.0569414162,5466.45736910795,0
"523",6.50792360283618,NA,1.05986356721034e-08,NA,-17.8080443968124,NA,NA,NA,NA,NA,-1.60588169001489,NA,NA,NA,5,-14090.0165064234,28190.039016449,5468.43944414075,0
"233",5.92438261300364,NA,NA,NA,-11.2328559254768,NA,1.45901945565703e-05,0.000124579486780407,-2.13949284484958,NA,NA,NA,NA,NA,6,-14089.6210301858,28191.2504662557,5469.65089394742,0
"5125",3.74513614402002,NA,NA,8.14927259306514e-09,NA,NA,NA,NA,NA,NA,NA,22.8339314016765,NA,0.0314317552302305,5,-14091.1027637675,28192.2115311371,5470.61195882888,0
"2245",4.33767959513235,NA,NA,7.34719770484058e-09,NA,NA,NA,0.000216784654567178,-0.76201573023774,NA,NA,NA,0.00204301161152165,NA,6,-14090.6218814753,28193.2521688347,5471.65259652649,0
"217",5.92877506826712,NA,NA,NA,-11.2832388271428,1.45292745306104e-05,NA,0.000122102732892321,-2.14096565324895,NA,NA,NA,NA,NA,6,-14093.8680676845,28199.7445412531,5478.14496894483,0
"226",4.93527896463945,0.0249203313150081,NA,NA,NA,NA,1.37339193619801e-05,0.000105835124724256,-2.39157922435352,NA,NA,NA,NA,NA,6,-14095.6787383722,28203.3658826285,5481.76631032026,0
"4689",5.41297333400613,NA,NA,NA,NA,1.7975269840478e-05,NA,0.000197012194711547,NA,NA,-1.08962694539976,NA,NA,-0.0185005440785406,6,-14096.423609196,28204.8556242761,5483.25605196785,0
"210",4.93491878915192,0.0250544290366069,NA,NA,NA,1.36798060296235e-05,NA,0.000103291278771626,-2.3949383150306,NA,NA,NA,NA,NA,6,-14098.9162154128,28209.8408367097,5488.24126440141,0
"4122",6.90001357588186,0.00309363541069458,NA,NA,-16.8817927631173,1.42777543962344e-05,NA,NA,NA,NA,NA,NA,NA,-0.0672864543858472,6,-14100.9473826478,28213.9031711798,5492.30359887152,0
"4153",7.0098429326545,NA,NA,NA,-18.0483456166156,6.37742187493386e-05,-4.92716274882389e-05,NA,NA,NA,NA,NA,NA,-0.067206249473389,6,-14102.0183942907,28216.0451944655,5494.44562215727,0
"4138",6.90070689581074,0.00312843405813245,NA,NA,-16.8886802128756,NA,1.42494357439751e-05,NA,NA,NA,NA,NA,NA,-0.0673153067498813,6,-14102.1509326732,28216.3102712305,5494.71069892224,0
"4121",7.014124913095,NA,NA,NA,-18.0934925424775,1.45201080866043e-05,NA,NA,NA,NA,NA,NA,NA,-0.0672574853195289,5,-14103.899160781,28217.8043251642,5496.20475285591,0
"4137",7.01614974102248,NA,NA,NA,-18.1145033097606,NA,1.44934930717304e-05,NA,NA,NA,NA,NA,NA,-0.0672867616108522,5,-14105.1695411543,28220.3450859109,5498.7455136026,0
"2243",4.33963387588269,NA,4.29209195209171e-09,NA,NA,NA,NA,0.000210032851174591,-0.742821950497906,NA,NA,NA,0.00204756781781237,NA,6,-14111.6949464449,28235.398298774,5513.79872646571,0
"1285",4.3271074146982,NA,NA,8.79454336536166e-09,NA,NA,NA,NA,NA,-0.465861102101943,NA,19.2508857731474,NA,NA,5,-14113.8763839905,28237.7587715832,5516.15919927491,0
"4197",5.37556031202018,NA,NA,-4.89401887799632e-08,NA,NA,4.45391377304222e-05,0.000132281769491893,NA,NA,NA,NA,NA,-0.0319197254838653,6,-14122.4804424811,28256.9692908463,5535.36971853807,0
"405",5.1519608598885,NA,NA,-5.49930448685287e-08,NA,5.03223775618878e-05,NA,NA,-2.04820988502236,0.352509063794373,NA,NA,NA,NA,6,-14124.7257753291,28261.4599565423,5539.86038423403,0
"2241",4.33541072525523,NA,NA,NA,NA,NA,NA,0.00022170932437999,-0.757576758472732,NA,NA,NA,0.00205343119249101,NA,5,-14127.1151653848,28264.2363343718,5542.63676206357,0
"164",4.91881142020626,0.0298993030380223,8.51460423775948e-09,NA,NA,NA,1.38478836626631e-05,NA,-2.45936100984833,NA,NA,NA,NA,NA,6,-14127.8315122612,28267.6714304065,5546.07185809825,0
"4363",7.46745951547323,NA,1.03364122049183e-08,NA,-23.2212612877183,NA,NA,NA,NA,-0.598911396038061,NA,NA,NA,-0.0693846241727065,6,-14128.5208868924,28269.0501796689,5547.45060736069,0
"148",4.91891733001448,0.0298873580235441,8.33745827710336e-09,NA,NA,1.38389776136116e-05,NA,NA,-2.46027407899777,NA,NA,NA,NA,NA,6,-14128.9364378983,28269.8812816807,5548.28170937249,0
"151",5.15900421052611,NA,5.47939512828043e-09,-5.39726199874941e-08,NA,4.92660816067359e-05,NA,NA,-1.49301870647929,NA,NA,NA,NA,NA,6,-14131.2045255273,28274.4174569387,5552.81788463041,0
"167",5.1596026626656,NA,6.12975713016108e-09,-5.39127449170644e-08,NA,NA,4.91874562707721e-05,NA,-1.487986959471,NA,NA,NA,NA,NA,6,-14132.0518219728,28276.1120498297,5554.51247752145,0
"421",5.15313506535293,NA,NA,-5.49087461421898e-08,NA,NA,5.02596074077682e-05,NA,-2.04464271806769,0.35278707479474,NA,NA,NA,NA,6,-14132.4119637987,28276.8323334816,5555.23276117336,0
"4362",6.84235692893414,0.0179655651957583,NA,NA,-16.633973141952,NA,NA,NA,NA,-0.742929027796963,NA,NA,NA,-0.0688591312823624,6,-14133.6601933563,28279.3287925966,5557.72922028837,0
"5121",3.73300868371501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0429356278324,NA,0.0320664034016006,4,-14136.1936365993,28280.3912751996,5558.79170289138,0
"154",5.47021845900089,0.0187240331811312,NA,NA,-6.60309018807633,1.46177302222317e-05,NA,NA,-2.43818802800379,NA,NA,NA,NA,NA,6,-14135.0978147893,28282.2040354627,5560.60446315444,0
"4181",5.37735598969135,NA,NA,-4.88484488550139e-08,NA,4.45289322681067e-05,NA,0.000125067802464414,NA,NA,NA,NA,NA,-0.0318123642997695,6,-14136.4711052463,28284.9506163768,5563.3510440685,0
"170",5.47035165427528,0.0187659715390391,NA,NA,-6.60626568002599,NA,1.45797181267369e-05,NA,-2.43858505535277,NA,NA,NA,NA,NA,6,-14136.7949762807,28285.5983584456,5563.9987861373,0
"1031",4.29709085946322,NA,1.07373877669086e-08,7.99638239718531e-09,NA,NA,NA,NA,NA,NA,NA,18.6499525254636,NA,NA,5,-14141.3605159721,28292.7270355464,5571.12746323812,0
"781",6.54944125468853,NA,NA,7.445540961043e-09,-18.2429118525824,NA,NA,NA,NA,-0.177031090523702,-1.5345167244688,NA,NA,NA,6,-14140.7187731387,28293.4459521615,5571.84637985321,0
"653",6.53440353141855,NA,NA,7.47665965598958e-09,-18.0707488309759,NA,NA,NA,-0.441571106373817,NA,-1.44638036269728,NA,NA,NA,6,-14141.9315063336,28295.8714185514,5574.27184624314,0
"2119",4.22310662189702,NA,4.46874663205184e-09,7.08776928147185e-09,NA,NA,NA,0.000194939079643262,NA,NA,NA,NA,0.00223180166397623,NA,6,-14149.1678232224,28310.344052329,5588.74448002074,0
"181",5.15889117437892,NA,NA,-5.49612555103702e-08,NA,0.000124499695744734,-7.41902821506644e-05,NA,-1.51001348509714,NA,NA,NA,NA,NA,6,-14153.5682109094,28319.1448277029,5597.54525539468,0
"611",5.22584070066424,NA,3.10884606771478e-09,NA,NA,NA,1.78424444535138e-05,0.000185745256611314,NA,NA,-1.18599499833065,NA,NA,NA,6,-14153.6249495862,28319.2583050564,5597.65873274818,0
"525",6.51495271268711,NA,NA,7.49640082670369e-09,-17.8316748986713,NA,NA,NA,NA,NA,-1.61616094197509,NA,NA,NA,5,-14155.0702419009,28320.146487404,5598.54691509571,0
"149",5.15966773797954,NA,NA,-5.51695450575208e-08,NA,5.04709289400455e-05,NA,NA,-1.50463585150656,NA,NA,NA,NA,NA,5,-14157.7868892773,28325.5797821567,5603.98020984845,0
"609",5.22421964431534,NA,NA,NA,NA,NA,1.7988758493568e-05,0.00019376705188109,NA,NA,-1.1921691988361,NA,NA,NA,5,-14161.6268178472,28333.2596392965,5611.66006698826,0
"865",5.22234964581144,NA,NA,NA,NA,NA,1.7989140941023e-05,0.000192989311881604,NA,0.0456961567495521,-1.21606196953953,NA,NA,NA,6,-14160.6394790343,28333.2873639527,5611.68779164444,0
"737",5.22480958394815,NA,NA,NA,NA,NA,1.79908701659032e-05,0.000193992288358625,-0.0700361871941062,NA,-1.16421190212778,NA,NA,NA,6,-14161.2926069256,28334.5936197353,5612.994047427,0
"595",5.22720734743075,NA,2.96690367162383e-09,NA,NA,1.77518090115764e-05,NA,0.000183572666724894,NA,NA,-1.18601675563456,NA,NA,NA,6,-14162.2794677865,28336.5673414572,5614.96776914891,0
"1281",4.32591847968816,NA,NA,NA,NA,NA,NA,NA,NA,-0.464270523155705,NA,19.3883873968447,NA,NA,4,-14166.1864759671,28340.3769539351,5618.77738162685,0
"165",5.16085197647258,NA,NA,-5.50849749730242e-08,NA,NA,5.0407967154986e-05,NA,-1.50062793839367,NA,NA,NA,NA,NA,5,-14165.4744651455,28340.9549338932,5619.35536158493,0
"2117",4.21629937404235,NA,NA,7.25872427970843e-09,NA,NA,NA,0.000206777225563249,NA,NA,NA,NA,0.00224169398544272,NA,5,-14165.7675305189,28341.54106464,5619.94149233179,0
"4370",5.32461185470971,0.035405923517524,NA,NA,NA,1.37562250840709e-05,NA,NA,NA,-0.725658494117983,NA,NA,NA,-0.0488560589532988,6,-14164.8345873208,28341.6775805258,5620.07800821755,0
"2373",4.2214700794409,NA,NA,7.2615074218123e-09,NA,NA,NA,0.000207289636930766,NA,-0.016488410210911,NA,NA,0.00223308673647963,NA,6,-14165.6206298111,28343.2496655063,5621.65009319806,0
"4386",5.3246695651428,0.0354539912945699,NA,NA,NA,NA,1.37244600340894e-05,NA,NA,-0.725909319465846,NA,NA,NA,-0.0488782986533625,6,-14166.1166514477,28344.2417087795,5622.64213647122,0
"849",5.22371417484853,NA,NA,NA,NA,1.7906628685552e-05,NA,0.000190361151618699,NA,0.0466974024038845,-1.21631909246844,NA,NA,NA,6,-14168.5194845715,28349.0473750271,5627.44780271883,0
"593",5.2256274587201,NA,NA,NA,NA,1.79054551918665e-05,NA,0.000191158629164164,NA,NA,-1.19190302667934,NA,NA,NA,5,-14169.5489344582,28349.1038725186,5627.50430021038,0
"721",5.22620448328419,NA,NA,NA,NA,1.79072715023618e-05,NA,0.000191379100226886,-0.0683999488919753,NA,-1.16459892288765,NA,NA,NA,6,-14169.2306609266,28350.4697277374,5628.87015542913,0
"171",6.10512695824668,NA,8.21162210409166e-09,NA,-13.323355760125,NA,1.54323190689426e-05,NA,-2.13125242308028,NA,NA,NA,NA,NA,6,-14173.0800098116,28358.1684255073,5636.56885319906,0
"155",6.10465938193146,NA,8.01253870303547e-09,NA,-13.3171596215112,1.54308734706846e-05,NA,NA,-2.13243110057318,NA,NA,NA,NA,NA,6,-14173.9726734393,28359.9537527626,5638.35418045437,0
"285",5.67452060336121,NA,NA,-4.53145920380418e-08,-8.42391935226303,4.16423187099953e-05,NA,NA,NA,-0.609348347786531,NA,NA,NA,NA,6,-14175.2207857992,28362.4499774826,5640.85040517435,0
"905",6.57032467539647,NA,NA,NA,-18.5049342337584,NA,NA,NA,-0.235795531885437,-0.119404013065429,-1.47657030433739,NA,NA,NA,6,-14175.8229738812,28363.6543536466,5642.05478133831,0
"777",6.57175582854126,NA,NA,NA,-18.5181752847593,NA,NA,NA,NA,-0.180168435234573,-1.539202428605,NA,NA,NA,5,-14177.8670940091,28365.7401916203,5644.14061931206,0
"649",6.5563465684727,NA,NA,NA,-18.3416753451699,NA,NA,NA,-0.444902733978505,NA,-1.45125823536113,NA,NA,NA,5,-14179.3845602164,28368.775124035,5647.17555172679,0
"301",5.67843927410236,NA,NA,-4.52258414431041e-08,-8.46938225523967,NA,4.15693351799088e-05,NA,NA,-0.609196380068762,NA,NA,NA,NA,6,-14179.3009435707,28370.6102930256,5649.01072071734,0
"2115",4.22193394351653,NA,4.68689124025365e-09,NA,NA,NA,NA,0.000199162888579489,NA,NA,NA,NA,0.00224024401931571,NA,5,-14182.7068665053,28375.4197366128,5653.82016430453,0
"1027",4.296145060547,NA,1.11348907190626e-08,NA,NA,NA,NA,NA,NA,NA,NA,18.7684982257756,NA,NA,4,-14184.2673392186,28376.5386804381,5654.93910812986,0
"2371",4.22411979740922,NA,4.67913355938269e-09,NA,NA,NA,NA,0.000199402261190306,NA,-0.00700896458837471,NA,NA,0.00223660425138969,NA,6,-14182.6804610316,28377.3693279473,5655.76975563902,0
"178",4.92330320266729,0.0297737256943791,NA,NA,NA,8.47592095429676e-05,-7.0051056444991e-05,NA,-2.47775526726298,NA,NA,NA,NA,NA,6,-14187.2820686829,28386.57254325,5664.97297094175,0
"402",4.9245799325708,0.0295776777982961,NA,NA,NA,1.4792361618231e-05,NA,NA,-2.60051548249327,0.0873241435903544,NA,NA,NA,NA,6,-14189.0777224657,28390.1638508155,5668.56427850722,0
"146",4.92301183522337,0.0298965387381794,NA,NA,NA,1.47293105875955e-05,NA,NA,-2.47669661024273,NA,NA,NA,NA,NA,5,-14191.0158521815,28392.0377079652,5670.43813565691,0
"521",6.53680698016055,NA,NA,NA,-18.1015135742827,NA,NA,NA,NA,NA,-1.62233618366159,NA,NA,NA,4,-14192.6229028709,28393.2498077429,5671.65023543463,0
"418",4.92444029498503,0.0296273313549178,NA,NA,NA,NA,1.47529708134781e-05,NA,-2.60039492054416,0.0869351515634263,NA,NA,NA,NA,6,-14190.8276565403,28393.6637189646,5672.06414665637,0
"162",4.92287983267611,0.0299445399784365,NA,NA,NA,NA,1.46904198804682e-05,NA,-2.47712497974564,NA,NA,NA,NA,NA,5,-14192.7479302971,28395.5018641963,5673.90229188806,0
"4365",7.47950827832968,NA,NA,6.6027190943874e-09,-23.2915163206843,NA,NA,NA,NA,-0.60790051693873,NA,NA,NA,-0.069574824798332,6,-14196.4702545772,28404.9489150386,5683.34934273034,0
"2113",4.21475627915886,NA,NA,NA,NA,NA,NA,0.000211700533187506,NA,NA,NA,NA,0.00225084529007962,NA,4,-14200.8632587471,28409.7305194951,5688.13094718688,0
"2369",4.21945096114725,NA,NA,NA,NA,NA,NA,0.000212167538493257,NA,-0.0149721739708125,NA,NA,0.00224303273004886,NA,5,-14200.7429764189,28411.49195644,5689.89238413174,0
"409",6.09455353921522,NA,NA,NA,-13.1601384983719,1.63264178473757e-05,NA,NA,-2.41704218152947,0.179762629997378,NA,NA,NA,NA,6,-14222.50865214,28457.0257101642,5735.42613785596,0
"278",4.95401030137188,0.0163708370574117,NA,-4.44542663091759e-08,NA,4.08295787016858e-05,NA,NA,NA,-0.668317853080048,NA,NA,NA,NA,6,-14223.9982501153,28460.0049061148,5738.40533380654,0
"4361",7.5079090559595,NA,NA,NA,-23.5901411288956,NA,NA,NA,NA,-0.61123539261611,NA,NA,NA,-0.07010549711058,5,-14225.3450698304,28460.696143263,5739.0965709547,0
"425",6.0963495468087,NA,NA,NA,-13.1811099947297,NA,1.62868337796573e-05,NA,-2.41646957464487,0.17955568151298,NA,NA,NA,NA,6,-14224.648061127,28461.304528138,5739.70495582977,0
"185",6.10765790771795,NA,NA,NA,-13.3197738215093,9.43881718073488e-05,-7.81574502143024e-05,NA,-2.15390235771611,NA,NA,NA,NA,NA,6,-14226.1979562382,28464.4043183605,5742.80474605229,0
"357",5.07833099824139,NA,NA,-4.84159199648553e-08,NA,NA,4.41186011658367e-05,0.000131789802744683,NA,-0.456634354941382,NA,NA,NA,NA,6,-14227.6592510654,28467.326908015,5745.72733570672,0
"294",4.9537014649354,0.0164908625496103,NA,-4.43414697004475e-08,NA,NA,4.07346848920564e-05,NA,NA,-0.669030226891825,NA,NA,NA,NA,6,-14227.881666214,28467.7717383122,5746.17216600393,0
"153",6.11234367950333,NA,NA,NA,-13.374194910349,1.62642985975613e-05,NA,NA,-2.15087112726229,NA,NA,NA,NA,NA,5,-14230.812883057,28471.6317697161,5750.03219740788,0
"169",6.11411148842994,NA,NA,NA,-13.3948298179212,NA,1.62249929043209e-05,NA,-2.15060550909345,NA,NA,NA,NA,NA,5,-14232.929698957,28475.8654015161,5754.26582920787,0
"4171",7.10332047288993,NA,7.67784976146932e-09,NA,-18.9867061468015,NA,NA,0.000101636957791847,NA,NA,NA,NA,NA,-0.0699923923955545,6,-14234.5594833984,28481.1273726809,5759.52780037261,0
"341",5.08102831271298,NA,NA,-4.8328339985093e-08,NA,4.41111336591263e-05,NA,0.00012462254124356,NA,-0.454399296044789,NA,NA,NA,NA,6,-14241.0525637186,28494.1135333214,5772.5139610131,0
"4373",5.38884999437344,NA,NA,-5.56455659551256e-08,NA,5.08280195141483e-05,NA,NA,NA,-0.272007899714297,NA,NA,NA,-0.0260837897366126,6,-14243.2110747881,28498.4305554603,5776.83098315207,0
"1029",4.29612423521155,NA,NA,8.71845609014695e-09,NA,NA,NA,NA,NA,NA,NA,18.8474336545253,NA,NA,4,-14245.379365921,28498.7627338429,5777.16316153468,0
"4389",5.38965623764776,NA,NA,-5.55747346661403e-08,NA,NA,5.07755611129649e-05,NA,NA,-0.270603111213872,NA,NA,NA,-0.0260457394919664,6,-14250.2281361974,28512.4646782789,5790.86510597062,0
"4135",5.39697954457459,NA,6.46621596510165e-09,-5.41049168739817e-08,NA,NA,4.92705605197399e-05,NA,NA,NA,NA,NA,NA,-0.0294351582719434,6,-14254.893103264,28521.7946124121,5800.19504010385,0
"4119",5.3968440025479,NA,5.81955603912244e-09,-5.41306645926156e-08,NA,4.93226257333806e-05,NA,NA,NA,NA,NA,NA,NA,-0.0294944885132148,6,-14255.397793577,28522.8039930381,5801.20442072983,0
