"","(Intercept)","age","brlen.median","brlen.ratio","brlen.var","frac","lambda","max.brlen","max.internal","max.tip","min.brlen","min.internal","min.tip","mu","Ntip","df","logLik","AICc","delta","weight"
"13345",5.37284533820706,NA,NA,NA,NA,NA,-15.7614861045861,NA,NA,NA,NA,-0.029803072043015,NA,31.4065316011379,0.0349313720620328,6,-38189.4102036336,76390.8246087377,3979.77605318505,0
"8721",4.54041537279107,NA,NA,NA,NA,1.97090386377028,NA,NA,NA,NA,-0.225104913561027,NA,NA,NA,0.0313414208323496,5,-38196.3135875311,76402.6301759626,3991.58162040987,0
"12321",5.28542258002193,NA,NA,NA,NA,NA,-15.0441094092378,NA,NA,NA,NA,NA,NA,31.1074723606531,0.0355054650754358,5,-38202.7468038425,76415.4966085853,4004.44805303258,0
"8708",5.58965801904763,0.000571071622270063,-0.00757170468286633,NA,NA,NA,NA,NA,NA,NA,-0.25793116223238,NA,NA,NA,0.0305618923311085,6,-38219.3574188879,76450.7190392463,4039.6704836936,0
"8835",5.61573085987002,NA,-0.00922150036952281,NA,NA,NA,NA,NA,0.00148307953792528,NA,-0.252250040404332,NA,NA,NA,0.0301499750572885,6,-38222.3884955757,76456.7811926219,4045.73263706919,0
"6689",8.34665659845938,NA,NA,NA,NA,NA,-25.5899149947877,NA,NA,NA,-0.0659756247085733,NA,-0.285796318171262,30.837276053347,NA,6,-38223.5532997984,76459.1108010673,4048.06224551458,0
"2497",7.33115285324857,NA,NA,NA,NA,NA,NA,-0.00244370675653639,0.00330247202862924,0.00198977356918443,NA,NA,-0.295851369142711,NA,NA,6,-38224.3108707895,76460.6259430494,4049.57738749673,0
"2437",7.34434420475283,NA,NA,3.24422043903049e-07,NA,NA,NA,NA,0.00107358799065361,0.00124990059551848,NA,NA,-0.296619867870049,NA,NA,6,-38225.5115603847,76463.0273222398,4051.97876668713,0
"2314",7.3048904639361,0.000540052405498518,NA,NA,-8.63001346113308e-06,NA,NA,NA,NA,0.00158023318647433,NA,NA,-0.296709491025855,NA,NA,6,-38227.0563182044,76466.1168378793,4055.06828232661,0
"8221",4.25522556699369,NA,NA,3.13146835103967e-07,7.87690056504231e-06,2.04136034612749,NA,NA,NA,NA,NA,NA,NA,NA,0.0333224950509796,6,-38233.4835556624,76478.9713127952,4067.92275724253,0
"7201",8.30560188528892,NA,NA,NA,NA,NA,-24.9536262326966,NA,NA,NA,NA,0.0124022688250817,-0.30270172501814,30.4396465772838,NA,6,-38236.0012704635,76484.0067423975,4072.95818684481,0
"6177",8.31888543184713,NA,NA,NA,NA,NA,-25.1561179721153,NA,NA,NA,NA,NA,-0.299906903269938,30.5670563602289,NA,5,-38238.1755499617,76486.3541008236,4075.30554527088,0
"8771",5.6143876879371,NA,-0.0103057496271711,NA,NA,NA,NA,0.0014443821623724,NA,NA,-0.254316099921614,NA,NA,NA,0.0301568633802129,6,-38240.0527628378,76492.109727146,4081.06117159335,0
"8834",5.54374980070375,0.000301146075634238,NA,NA,NA,NA,NA,NA,0.000584524530141729,NA,-0.313488561669602,NA,NA,NA,0.0294055121894656,6,-38242.4416115509,76496.8874245722,4085.83886901951,0
"8714",5.52191837215267,0.000615400746176707,NA,NA,-5.42190668234313e-06,NA,NA,NA,NA,NA,-0.307247017890282,NA,NA,NA,0.0296754263996126,6,-38244.3709949571,76500.7461913848,4089.69763583208,0
"8710",5.54169426150162,0.000498309264540576,NA,3.13237063538792e-07,NA,NA,NA,NA,NA,NA,-0.307384495986603,NA,NA,NA,0.0297237214613137,6,-38245.7081540482,76503.420509567,4092.37195401428,0
"2434",7.34899700356422,0.000155068244987755,NA,NA,NA,NA,NA,NA,0.00079694660823782,0.00112159752050077,NA,NA,-0.295779519660236,NA,NA,6,-38248.9694413564,76509.9430841834,4098.8945286307,0
"8770",5.54018210802997,0.000340411673495716,NA,NA,NA,NA,NA,0.000453591235040168,NA,NA,-0.315482686809377,NA,NA,NA,0.0294419461135503,6,-38256.4794764311,76524.9631543327,4113.91459878001,0
"12803",4.86161078405762,NA,0.00859587685903292,NA,NA,NA,NA,NA,NA,NA,-0.279365728343507,NA,NA,21.3936544534866,0.0316061527168183,6,-38256.5853354814,76525.1748724333,4114.12631688056,0
"2945",7.35007334860597,NA,NA,NA,NA,NA,NA,NA,0.00109376371874161,0.00126041568731975,-0.0524174112441128,NA,-0.285322275105457,NA,NA,6,-38257.1234874403,76526.2511763511,4115.20262079837,0
"2435",7.32093363421875,NA,0.00340075435003166,NA,NA,NA,NA,NA,0.00107205394109231,0.00104538941136032,NA,NA,-0.304094411607695,NA,NA,6,-38258.0018858574,76528.0079731854,4116.95941763266,0
"3457",7.34122279723066,NA,NA,NA,NA,NA,NA,NA,0.00108801585202698,0.00121597073627285,NA,0.021706414686518,-0.302048270923472,NA,NA,6,-38259.6686351378,76531.3414717462,4120.29291619347,0
"2465",7.42301708989779,NA,NA,NA,NA,NA,-1.1374357827877,NA,0.00108340527750743,0.00119137638979396,NA,NA,-0.298940355317038,NA,NA,6,-38263.9919199772,76539.9880414249,4128.93948587218,0
"2433",7.34607950735391,NA,NA,NA,NA,NA,NA,NA,0.00109073107934467,0.00123826088393586,NA,NA,-0.296837377773671,NA,NA,5,-38266.4035351187,76542.8100711376,4131.76151558495,0
"8219",4.22342061429524,NA,0.000993785128007161,NA,7.73124460005753e-06,2.06981088673003,NA,NA,NA,NA,NA,NA,NA,NA,0.0333344308033753,6,-38270.2929217267,76552.5900449239,4141.54148937123,0
"12549",4.59294244602958,NA,NA,3.15169018179898e-07,NA,NA,NA,NA,NA,0.00129562923500662,NA,NA,NA,21.9167099548154,0.0336040252792214,6,-38270.4593734124,76552.9229482954,4141.87439274265,0
"8217",4.25168520404139,NA,NA,NA,8.02406582157607e-06,2.04409199603132,NA,NA,NA,NA,NA,NA,NA,NA,0.0333956522262878,5,-38271.5657078544,76553.1344166091,4142.08586105636,0
"9241",4.26608823340104,NA,NA,NA,8.08240452153157e-06,2.04231756628106,NA,NA,NA,NA,NA,-0.00742154691256673,NA,NA,0.0332484277135154,6,-38270.6973552502,76553.398911971,4142.3503564183,0
"8249",4.21852440857095,NA,NA,NA,8.13572181011213e-06,2.04152512622123,0.594158131718901,NA,NA,NA,NA,NA,NA,NA,0.0333856683560741,6,-38270.728567926,76553.4613373225,4142.4127817698,0
"12553",4.60600602632786,NA,NA,NA,4.58341704056231e-06,NA,NA,NA,NA,0.00094854883764548,NA,NA,NA,22.0594106915644,0.0338646894160414,6,-38272.2165803388,76556.437362148,4145.38880659535,0
"2373",7.35270759473688,NA,NA,3.26888533627922e-07,NA,NA,NA,0.00107280221754021,NA,0.00104064486182723,NA,NA,-0.29758799319402,NA,NA,6,-38273.7129940806,76559.4301896316,4148.38163407893,0
"2310",7.35745152017882,0.00039213103463129,NA,3.48964971259535e-07,NA,NA,NA,NA,NA,0.00134326626764787,NA,NA,-0.295653864352484,NA,NA,6,-38274.8395895657,76561.6833806019,4150.63482504916,0
"8738",5.40791862457375,0.000517634795484063,NA,NA,NA,NA,2.03021602452272,NA,NA,NA,-0.297594630565297,NA,NA,NA,0.0298273681938133,6,-38275.2300023632,76562.4642061968,4151.41565064414,0
"2370",7.35568582946511,0.000219898678925267,NA,NA,NA,NA,NA,0.000652836773526956,NA,0.000970002153741905,NA,NA,-0.29603681584335,NA,NA,6,-38277.279957775,76566.5641170205,4155.51556146778,0
"8837",5.5549877250294,NA,NA,2.87974958861651e-07,NA,NA,NA,NA,0.00123188066014517,NA,-0.310554559691286,NA,NA,NA,0.029304062915436,6,-38280.5163765716,76573.0369546137,4161.98839906103,0
"8962",5.53876756382144,0.000481909792993904,NA,NA,NA,NA,NA,NA,NA,0.000126019505758548,-0.311334128976369,NA,NA,NA,0.0296660037646018,6,-38282.4381949974,76576.8805914654,4165.83203591267,0
"8706",5.53989956753949,0.000500880601068542,NA,NA,NA,NA,NA,NA,NA,NA,-0.308046736839797,NA,NA,NA,0.0297898018038211,5,-38283.8056671758,76577.6143352519,4166.56577969916,0
"2180",7.32391381357053,0.000236822618666144,0.00827353835984821,NA,NA,NA,NA,NA,0.000826380861672986,NA,NA,NA,-0.308002117430926,NA,NA,6,-38284.2325722139,76580.4693458984,4169.4207903457,0
"6169",6.24835820792504,NA,NA,NA,1.20533017094206e-05,1.60770034188378,NA,NA,NA,NA,NA,NA,-0.235850569189442,15.9142088297963,NA,6,-38285.8138153007,76583.6318320718,4172.58327651914,0
"2116",7.32334319199609,0.000243153570668124,0.00763056605406945,NA,NA,NA,NA,0.000797008575743917,NA,NA,NA,NA,-0.308557288329583,NA,NA,6,-38285.9329261536,76583.8700537777,4172.82149822502,0
"2183",7.32396352986225,NA,0.00872762443446564,3.23224587789823e-07,NA,NA,NA,NA,0.00131925711650037,NA,NA,NA,-0.309016768787132,NA,NA,6,-38287.0595986382,76586.1233987469,4175.07484319416,0
"2119",7.32313225934448,NA,0.00769930171316102,3.24971438047398e-07,NA,NA,NA,0.00129354170802052,NA,NA,NA,NA,-0.309961787687444,NA,NA,6,-38291.4952950183,76594.9947915071,4183.94623595443,0
"2308",7.31962368980895,0.000393870795432632,0.00533862636200973,NA,NA,NA,NA,NA,NA,0.00100998301280009,NA,NA,-0.307194048473472,NA,NA,6,-38301.1510594124,76614.3063202953,4203.25776474261,0
"2118",7.40003504800417,0.000245826211249536,NA,3.25023920860106e-07,NA,NA,NA,0.000993750147626003,NA,NA,NA,NA,-0.289047742298176,NA,NA,6,-38301.1787596273,76614.3617207252,4203.3131651725,0
"2371",7.32218164348018,NA,0.00434441381881282,NA,NA,NA,NA,0.0010761799717346,NA,0.000770142330777744,NA,NA,-0.307028754557198,NA,NA,6,-38301.2812015059,76614.5666044824,4203.51804892966,0
"8865",5.40797140828291,NA,NA,NA,NA,NA,2.24255852633232,NA,0.00129199195260467,NA,-0.300142164188944,NA,NA,NA,0.029368428257168,6,-38302.2498135064,76616.5038284832,4205.45527293051,0
"2060",7.28613915874262,0.000633060187252618,0.0111186792136368,NA,-6.64407187956961e-06,NA,NA,NA,NA,NA,NA,NA,-0.312706536359898,NA,NA,6,-38303.4261769529,76618.8565553764,4207.80799982368,0
"13569",4.62282481074491,NA,NA,NA,NA,NA,NA,NA,NA,0.00134346359042711,NA,-0.0191061389987969,NA,21.910032212974,0.0332544255077634,6,-38303.4335289653,76618.871259401,4207.82270384835,0
"6155",6.78508758146561,NA,0.0214533171525208,NA,6.44007754016404e-06,NA,NA,NA,NA,NA,NA,NA,-0.317647341307576,18.290341707791,NA,6,-38305.0950375802,76622.1942766309,4211.14572107818,0
"2881",7.35853279421875,NA,NA,NA,NA,NA,NA,0.00109497901684149,NA,0.00104416641202844,-0.0516822878787928,NA,-0.286463499710574,NA,NA,6,-38306.0473870728,76624.0989756162,4213.05042006346,0
"12545",4.58820379080241,NA,NA,NA,NA,NA,NA,NA,NA,0.00130234940579305,NA,NA,NA,21.9959689748654,0.0336798927723173,5,-38308.936189505,76627.8753799103,4216.82682435757,0
"3393",7.349565119443,NA,NA,NA,NA,NA,NA,0.00108939787712477,NA,0.00100031720609073,NA,0.0222702349422403,-0.303157307596967,NA,NA,6,-38307.9697710625,76627.9437435954,4216.89518804275,0
"9089",5.55076245009531,NA,NA,NA,NA,NA,NA,NA,0.00116838092602047,0.000197183769409837,-0.316321255396313,NA,NA,NA,0.0291849615816912,6,-38309.188783869,76630.3817692084,4219.33321365571,0
"8897",5.55560360058526,NA,NA,NA,NA,NA,NA,-0.000356992328436723,0.00160792217755494,NA,-0.308794297174318,NA,NA,NA,0.0293921762121518,6,-38310.6112959925,76633.2267934554,4222.17823790273,0
"2401",7.45155572076798,NA,NA,NA,NA,NA,-1.4350949973118,0.00108429496292829,NA,0.00096343872246292,NA,NA,-0.300452683855298,NA,NA,6,-38311.1952368536,76634.3946751776,4223.34611962494,0
"8833",5.55331596207181,NA,NA,NA,NA,NA,NA,NA,0.00124279443753313,NA,-0.311411986490945,NA,NA,NA,0.0293508648269921,5,-38312.5747295374,76635.1524599751,4224.1039044224,0
"2182",7.41094905068871,0.000257840232157488,NA,3.23976973718458e-07,NA,NA,NA,NA,0.000995714715416471,NA,NA,NA,-0.286149356819629,NA,NA,6,-38312.5228934851,76637.0499884408,4226.00143288808,0
"2818",7.36367133188917,0.000396627070628616,NA,NA,NA,NA,NA,NA,NA,0.00136504024651059,-0.0529909091267969,NA,-0.284284108119022,NA,NA,6,-38312.5504555501,76637.1051125708,4226.05655701809,0
"2691",7.32636547873275,NA,0.00920880490994464,NA,NA,NA,NA,NA,0.00133289758445984,NA,-0.064464307606144,NA,-0.296194752093183,NA,NA,6,-38313.752593046,76639.5093875626,4228.46083200988,0
"2056",7.32137096968768,0.000495962416984701,0.0105317102586284,3.53070295364116e-07,NA,NA,NA,NA,NA,NA,NA,NA,-0.311864459599426,NA,NA,6,-38313.766643818,76639.5374891066,4228.4889335539,0
"2369",7.35457191293053,NA,NA,NA,NA,NA,NA,0.00109196256462977,NA,0.00102294410082504,NA,NA,-0.297814530721715,NA,NA,5,-38315.0254053849,76640.05381167,4229.00525611734,0
"12805",4.97097009481902,NA,NA,3.24636684263517e-07,NA,NA,NA,NA,NA,NA,-0.216320024793485,NA,NA,19.8903315339758,0.0327539455131548,6,-38314.3549311891,76640.7140638487,4229.66550829599,0
"8773",5.54839377183271,NA,NA,2.91773150982141e-07,NA,NA,NA,0.00115774002494679,NA,NA,-0.316837673931648,NA,NA,NA,0.0292814953088771,6,-38314.6797235291,76641.3636485287,4230.31509297599,0
"3330",7.35480756924139,0.000393774481914838,NA,NA,NA,NA,NA,NA,NA,0.00132252791905479,NA,0.0213043405530931,-0.301057317807773,NA,NA,6,-38315.5304592205,76643.0651199116,4232.01656435886,0
"2338",7.46020948866493,0.000392402691244856,NA,NA,NA,NA,-1.48929816780094,NA,NA,0.00127895727985603,NA,NA,-0.298683159137652,NA,NA,6,-38317.8569715035,76647.7181444776,4236.66958892487,0
"2627",7.32554039701482,NA,0.00817528776425385,NA,NA,NA,NA,0.00130683772671989,NA,NA,-0.0649516479774731,NA,-0.297055520285874,NA,NA,6,-38318.4103454984,76648.8248924673,4237.77633691458,0
"2306",7.35960155082952,0.000395129495236047,NA,NA,NA,NA,NA,NA,NA,0.00134350080341971,NA,NA,-0.295934216082475,NA,NA,5,-38321.9809298206,76653.9648605415,4242.91630498877,0
"2243",7.32591433875643,NA,0.00805183070870809,NA,NA,NA,NA,0.000533670941383131,0.000803610832686425,NA,NA,NA,-0.309140244725758,NA,NA,6,-38323.3326158803,76658.669433231,4247.62087767835,0
"3203",7.32600242953797,NA,0.0082262724558459,NA,NA,NA,NA,NA,0.0013375410239578,NA,NA,0.0154396128673161,-0.311861982238815,NA,NA,6,-38324.1289370563,76660.2620755831,4249.2135200304,0
"3649",7.39508953243103,NA,NA,NA,NA,NA,NA,0.00151339402898269,NA,NA,-0.178570589164295,0.0903942551635691,-0.273572785103464,NA,NA,6,-38326.2836611422,76664.5715237549,4253.52296820219,0
"2179",7.32639173927166,NA,0.00859901673219472,NA,NA,NA,NA,NA,0.00133537005943713,NA,NA,NA,-0.30899453487066,NA,NA,5,-38327.397537099,76664.7980750984,4253.74951954566,0
"2211",7.36861083828223,NA,0.00821449655054425,NA,NA,NA,-0.584089081130698,NA,0.00133283802415942,NA,NA,NA,-0.309272609622813,NA,NA,6,-38326.8630734193,76665.730348309,4254.68179275634,0
"2146",7.57617587162974,0.000235861115750231,NA,NA,NA,NA,-2.66710420727508,0.000965674010105127,NA,NA,NA,NA,-0.295096638532282,NA,NA,6,-38327.8832365621,76667.7706745946,4256.72211904192,0
"3139",7.32517658789976,NA,0.00718622956778771,NA,NA,NA,NA,0.00131123275990782,NA,NA,NA,0.0154478738660767,-0.31282780223315,NA,NA,6,-38328.9856540126,76669.9755094958,4258.92695394311,0
"9985",5.46671239249558,NA,NA,NA,NA,NA,NA,NA,NA,0.00144404853299322,-0.618185272512618,0.224561372020337,NA,NA,0.0307320655422187,6,-38330.5658015751,76673.1358046208,4262.08724906811,0
"2115",7.32556768607237,NA,0.00756107661681613,NA,NA,NA,NA,0.00130908350860973,NA,NA,NA,NA,-0.309957635998573,NA,NA,5,-38332.2561450156,76674.5152909316,4263.46673537885,0
"2147",7.36466302387964,NA,0.00720786396568289,NA,NA,NA,-0.540837127637011,0.00130669159632924,NA,NA,NA,NA,-0.310215224961163,NA,NA,6,-38331.7982766811,76675.6007548327,4264.55219928002,0
"2149",7.59087875940697,NA,NA,3.19378835324654e-07,NA,NA,-2.88408786250111,0.00144410230625731,NA,NA,NA,NA,-0.296746283867689,NA,NA,6,-38332.0210095762,76676.046220623,4264.99766507029,0
"3138",7.3940302660961,0.000238095269285596,NA,NA,NA,NA,NA,0.00100756872931404,NA,NA,NA,0.0259814776984454,-0.295850030101086,NA,NA,6,-38332.2871843891,76676.5785702488,4265.53001469611,0
"12301",4.67891316629654,NA,NA,2.96935369967388e-07,8.83456268990457e-06,NA,NA,NA,NA,NA,NA,NA,NA,21.6287155896874,0.0347291651513473,6,-38332.4248189951,76676.8538394608,4265.80528390808,0
"8801",5.38391303321527,NA,NA,NA,NA,NA,2.50463883925509,0.00122408771609681,NA,NA,-0.305691528697885,NA,NA,NA,0.0293364885533242,6,-38334.826278086,76681.6567576426,4270.6082020899,0
"2210",7.60752551478477,0.000241761541893847,NA,NA,NA,NA,-2.99120721646816,NA,0.000976270349242658,NA,NA,NA,-0.293019993598189,NA,NA,6,-38335.1237075834,76682.2516166373,4271.20306108464,0
"2626",7.40539392855899,0.00024208074203414,NA,NA,NA,NA,NA,0.00102363445030536,NA,NA,-0.0449148515089497,NA,-0.279426917837631,NA,NA,6,-38335.1261405671,76682.2564826047,4271.20792705196,0
"3141",7.39404365748185,NA,NA,3.18458818178594e-07,NA,NA,NA,0.00149472759363333,NA,NA,NA,0.0276876168325877,-0.297477033322456,NA,NA,6,-38337.5053864902,76687.0149744509,4275.96641889817,0
"3713",7.41022204009018,NA,NA,NA,NA,NA,NA,NA,0.00156325948653664,NA,-0.176531018925518,0.0919221360109204,-0.270070717556847,NA,NA,6,-38340.173941266,76692.3520840024,4281.30352844975,0
"2114",7.40109584699683,0.000240476506299127,NA,NA,NA,NA,NA,0.00101664046973285,NA,NA,NA,NA,-0.289425177977554,NA,NA,5,-38341.9093382618,76693.8216774238,4282.77312187108,0
"2213",7.63616510561067,NA,NA,3.17112276128114e-07,NA,NA,-3.35272312021207,NA,0.00148457145970104,NA,NA,NA,-0.293653456644468,NA,NA,6,-38341.1667502996,76694.3377020697,4283.28914651704,0
"2242",7.40220905246702,0.000236628284178295,NA,NA,NA,NA,NA,0.000869539557595319,0.000163723547032479,NA,NA,NA,-0.28903265287733,NA,NA,6,-38341.5414381204,76695.0870777114,4284.03852215866,0
"3202",7.40446131046618,0.000247688506281587,NA,NA,NA,NA,NA,NA,0.00101611081352924,NA,NA,0.0274719365100641,-0.293296445158375,NA,NA,6,-38342.1781870196,76696.3605755096,4285.31201995692,0
"2629",7.40560190007301,NA,NA,3.15465726579776e-07,NA,NA,NA,0.00151945319049968,NA,NA,-0.0417382057638693,NA,-0.281368399176267,NA,NA,6,-38342.5757606509,76697.1557227723,4286.1071672196,0
"2564",7.32403564718339,0.000499605397621352,0.0111233713245824,NA,NA,NA,NA,NA,NA,NA,-0.0705929447898718,NA,-0.297946360897516,NA,NA,6,-38345.520346751,76703.0448949725,4291.99633941977,0
"2245",7.40457506177076,NA,NA,3.15612040800767e-07,NA,NA,NA,0.00108569766707631,0.000447490161678115,NA,NA,NA,-0.289508744237406,NA,NA,6,-38345.5976229073,76703.1994472852,4292.15089173251,0
"8769",5.5466454023914,NA,NA,NA,NA,NA,NA,0.00116792897347099,NA,NA,-0.317751776598114,NA,NA,NA,0.0293292331765639,5,-38347.4807520694,76704.9645050391,4293.91594948643,0
"9025",5.54746584218583,NA,NA,NA,NA,NA,NA,0.00120303827677698,NA,-8.5481485037315e-05,-0.31604926171366,NA,NA,NA,0.02938850298865,6,-38346.9836939889,76705.9715894484,4294.9230338957,0
"2690",7.41632968926631,0.000254188031417906,NA,NA,NA,NA,NA,NA,0.00102562882061941,NA,-0.0419727777774218,NA,-0.277097731575616,NA,NA,6,-38347.0122447843,76706.0286910391,4294.98013548642,0
"2117",7.40159423923663,NA,NA,3.16815598618877e-07,NA,NA,NA,0.00150977782926417,NA,NA,NA,NA,-0.290648444460576,NA,NA,5,-38348.4303362944,76706.8636734891,4295.81511793645,0
"6151",6.74785924076216,NA,0.0249565518907688,3.64907038874187e-07,NA,NA,NA,NA,NA,NA,NA,NA,-0.323928363114697,18.3512780989366,NA,6,-38349.1710788973,76710.3463592652,4299.29780371247,0
"3205",7.40898191394614,NA,NA,3.15920461843494e-07,NA,NA,NA,NA,0.00154426871195807,NA,NA,0.029903954707035,-0.293747799739417,NA,NA,6,-38350.8695226047,76713.74324668,4302.6946911273,0
"2178",7.41215759297177,0.000251669570484946,NA,NA,NA,NA,NA,NA,0.00102181017355498,NA,NA,NA,-0.286466264251626,NA,NA,5,-38352.9330327317,76715.8690663637,4304.82051081095,0
"12801",4.96699362519877,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.216577307194403,NA,NA,19.9659286010915,0.0328377838336328,5,-38355.0024013442,76720.0078035887,4308.95924803603,0
"12299",4.72414867608997,NA,-0.00240926808913088,NA,9.66746451311576e-06,NA,NA,NA,NA,NA,NA,NA,NA,21.2604516594206,0.0349070754513338,6,-38358.4120476612,76728.8282967929,4317.77974124021,0
"2693",7.42124688297333,NA,NA,3.12975681410779e-07,NA,NA,NA,NA,0.00156836363885147,NA,-0.0373462031829645,NA,-0.277983989646479,NA,NA,6,-38358.9282830046,76729.8607674797,4318.81221192701,0
"3076",7.32381860875116,0.000499645751413718,0.0102167846765847,NA,NA,NA,NA,NA,NA,NA,NA,0.0116215745415707,-0.314204410719579,NA,NA,6,-38359.9852841801,76731.9747698308,4320.92621427809,0
"2052",7.32409832996313,0.000499501308612434,0.0104845489127748,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.312020773440037,NA,NA,5,-38361.8315966287,76733.6661941576,4322.61763860495,0
"2084",7.34733903530926,0.000498840839828008,0.0102741086312775,NA,NA,NA,-0.321428815303123,NA,NA,NA,NA,NA,-0.312177078396667,NA,NA,6,-38361.6706598039,76735.3455210784,4324.29696552567,0
"2181",7.41747435591965,NA,NA,3.14168981024765e-07,NA,NA,NA,NA,0.00156001852926484,NA,NA,NA,-0.286317317240318,NA,NA,5,-38363.6137494418,76737.2304997839,4326.18194423117,0
"2657",7.60564719006104,NA,NA,NA,NA,NA,-3.02100443916293,0.00146392954145146,NA,NA,-0.0497570603025128,NA,-0.286308081926486,NA,NA,6,-38363.015885013,76738.0359714965,4326.98741594383,0
"3169",7.56667461746983,NA,NA,NA,NA,NA,-2.59823862061974,0.00144924687742702,NA,NA,NA,0.0236771426289543,-0.302319448163694,NA,NA,6,-38363.3803041,76738.7648096705,4327.71625411775,0
"8215",4.1159538415312,NA,0.00505921882917132,3.38306676270643e-07,NA,2.1732246706291,NA,NA,NA,NA,NA,NA,NA,NA,0.0333627262090459,6,-38363.4239310302,76738.852063531,4327.80350797827,0
"12297",4.67460606319845,NA,NA,NA,8.97754360089475e-06,NA,NA,NA,NA,NA,NA,NA,NA,21.708547333833,0.0348005495242516,5,-38366.3263771599,76742.6557552201,4331.60719966736,0
"13321",4.67675755458764,NA,NA,NA,8.98585525329337e-06,NA,NA,NA,NA,NA,NA,-0.0010899929947327,NA,21.7026085506093,0.0347787335383638,6,-38366.3078704074,76744.6199422854,4333.5713867327,0
"2273",7.59948876559263,NA,NA,NA,NA,NA,-2.94358962868792,0.000927786161872483,0.000555430487599196,NA,NA,NA,-0.295792794251483,NA,NA,6,-38366.9170275644,76745.8382565993,4334.7897010466,0
"2145",7.58825264386817,NA,NA,NA,NA,NA,-2.82869379961938,0.00145682618861171,NA,NA,NA,NA,-0.296965947765349,NA,NA,5,-38371.2463968456,76752.4957945915,4341.4472390388,0
"3233",7.61019629533874,NA,NA,NA,NA,NA,-3.04820999747365,NA,0.00149056032973386,NA,NA,0.0251446140708053,-0.299542682234856,NA,NA,6,-38370.9279937214,76753.8601889133,4342.81163336056,0
"2721",7.65054608875459,NA,NA,NA,NA,NA,-3.48509674073444,NA,0.00150431312987916,NA,-0.0467276382397823,NA,-0.283821579752302,NA,NA,6,-38372.5413522906,76757.0869060516,4346.03835049891,0
"3265",7.39837170220685,NA,NA,NA,NA,NA,NA,0.00103248526055844,0.000499763127875044,NA,NA,0.0277001261424236,-0.29654173429113,NA,NA,6,-38372.9663084129,76757.9368182964,4346.88826274368,0
"3137",7.39518945002174,NA,NA,NA,NA,NA,NA,0.00150643519437027,NA,NA,NA,0.0271771444888346,-0.29768696914748,NA,NA,5,-38376.4865044202,76762.9760097408,4351.92745418806,0
"2753",7.4096159693618,NA,NA,NA,NA,NA,NA,0.00110431636664892,0.000450014614179814,NA,-0.0419784031457244,NA,-0.280500288201698,NA,NA,6,-38377.955495667,76767.9151928045,4356.86663725182,0
"6659",6.74433717148324,NA,0.0257751147516051,NA,NA,NA,NA,NA,NA,NA,-0.0825316274950802,NA,-0.307692385294595,18.5500999762478,NA,6,-38378.1465362771,76768.2972740248,4357.2487184721,0
"2209",7.63369972866392,NA,NA,NA,NA,NA,-3.29912557184771,NA,0.00149810838012733,NA,NA,NA,-0.293842613742601,NA,NA,5,-38379.7975027855,76769.5980064713,4358.54945091861,0
"2625",7.40671116858732,NA,NA,NA,NA,NA,NA,0.00153104640810173,NA,NA,-0.0429064121356559,NA,-0.281441329822836,NA,NA,5,-38380.8086792907,76771.6203594817,4360.57180392904,0
"8361",4.64081671234576,NA,NA,NA,-2.32406691417822e-05,NA,8.38876721501874,NA,0.00281753246722821,NA,NA,NA,NA,NA,0.0312315882639284,6,-38380.5403315233,76773.0848645171,4362.03630896439,0
"2241",7.40572632295117,NA,NA,NA,NA,NA,NA,0.0010751466823975,0.000470575634062373,NA,NA,NA,-0.289782746050129,NA,NA,5,-38383.851467642,76777.7059361843,4366.65738063164,0
"2062",7.41354764995738,0.000726707276210574,NA,3.60903785222381e-07,-5.99667967612213e-06,NA,NA,NA,NA,NA,NA,NA,-0.282985175175413,NA,NA,6,-38384.4325498331,76780.8693011367,4369.82074558402,0
"2113",7.40259572424972,NA,NA,NA,NA,NA,NA,0.00152115005455826,NA,NA,NA,NA,-0.290982576846428,NA,NA,4,-38386.9726012792,76781.9472030586,4370.89864750586,0
"3201",7.4101504724001,NA,NA,NA,NA,NA,NA,NA,0.00155681665328916,NA,NA,0.0294049891434898,-0.293929117649871,NA,NA,5,-38389.1760246681,76788.3550502364,4377.3064946837,0
"2689",7.422379655448,NA,NA,NA,NA,NA,NA,NA,0.00158078949747306,NA,-0.0384897146434076,NA,-0.27803127657679,NA,NA,5,-38396.4941788306,76802.9913585615,4391.9428030088,0
"8245",4.3217160139929,NA,NA,3.39076130315814e-07,NA,2.04724001948701,-1.0927627351109,NA,NA,NA,NA,NA,NA,NA,0.0337647019221999,6,-38399.1420694692,76810.288340409,4399.23978485631,0
"6147",6.74792969236309,NA,0.0250059906968739,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.324206152676527,18.4406087969758,NA,5,-38400.342474723,76810.6879503462,4399.63939479351,0
"2177",7.41849561436482,NA,NA,NA,NA,NA,NA,NA,0.00157223669608372,NA,NA,NA,-0.286620952731255,NA,NA,4,-38401.4528191586,76810.9076388174,4399.85908326467,0
"8243",3.93979607312187,NA,0.00680142751117817,NA,NA,2.2117671018276,2.20066963910232,NA,NA,NA,NA,NA,NA,NA,0.0333007777257336,6,-38400.0486903623,76812.1015821951,4401.05302664236,0
