"","(Intercept)","age","brlen.median","brlen.ratio","brlen.var","frac","lambda","max.brlen","max.internal","max.tip","min.brlen","min.internal","min.tip","mu","Ntip","df","logLik","AICc","delta","weight"
"10373",5.93440566230873,NA,NA,2.87415873574428e-07,NA,NA,NA,NA,0.00129653871071987,NA,NA,NA,-0.232620375251199,NA,0.0256277164288493,6,-36781.5057216808,73575.0156448322,1163.96708927951,1.76912290122833e-253
"10309",5.92950372359715,NA,NA,2.90167955144407e-07,NA,NA,NA,0.00124728668593659,NA,NA,NA,NA,-0.236370405944548,NA,0.0255103420352682,6,-36782.6704806891,73577.3451628487,1166.29660729601,5.51962527202401e-254
"10250",5.89785041259172,0.000620335662646576,NA,NA,-4.93581604624437e-06,NA,NA,NA,NA,NA,NA,NA,-0.229354387896378,NA,0.0261333549781945,6,-36782.9799217122,73577.9640448949,1166.91548934224,4.05061592324255e-254
"10244",5.89460070526148,0.00047493241041562,0.00431245718376508,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.242368053285109,NA,0.0257379688533424,6,-36798.2606239442,73608.5254493589,1197.47689380618,9.35828800543774e-261
"10274",6.11739222765891,0.000490396502498239,NA,NA,NA,NA,-3.04049363167322,NA,NA,NA,NA,NA,-0.236845446778434,NA,0.0261412048557561,6,-36799.0633347362,73610.1308709429,1199.08231539022,4.19356654674056e-261
"10401",6.11686712430424,NA,NA,NA,NA,NA,-2.78431023315861,NA,0.00124513856894823,NA,NA,NA,-0.238989455831982,NA,0.0256293614895945,6,-36800.5380429377,73613.0802873459,1202.03173179321,9.59678808332014e-262
"10561",5.92488715119308,NA,NA,NA,NA,NA,NA,0.00107629258789038,NA,0.000438806224780021,NA,NA,-0.240162881542666,NA,0.0252492617496662,6,-36805.2910167678,73622.5862350061,1211.53767945341,8.27819395909668e-264
"10337",6.08996394036672,NA,NA,NA,NA,NA,-2.44847299222894,0.0012018172935963,NA,NA,NA,NA,-0.241812801759995,NA,0.0255304212561702,6,-36806.6994156245,73625.4030327196,1214.35447716688,2.02430405913367e-264
"10881",5.90978831997286,NA,NA,NA,NA,NA,NA,NA,0.00129201663716761,NA,0.0545640999430686,NA,-0.244349033099625,NA,0.0259740864372388,6,-36807.1455746977,73626.2953508658,1215.24679531313,1.29572047767907e-264
"10371",5.91713848611771,NA,0.00303597354770033,NA,NA,NA,NA,NA,0.00122664156500258,NA,NA,NA,-0.241315965350222,NA,0.0253803342646923,6,-36808.0504854055,73628.1051722814,1217.05661672873,5.24220011273823e-265
"10754",5.89254294184838,0.000510120363669705,NA,NA,NA,NA,NA,NA,NA,NA,0.0550554294676929,NA,-0.241596501191914,NA,0.0265197243388623,6,-36809.1384162762,73630.2810340228,1219.23247847012,1.76616478640257e-265
"10817",5.90646624230403,NA,NA,NA,NA,NA,NA,0.00124256154330756,NA,NA,0.0508424103392397,NA,-0.247278676624465,NA,0.0258409336468812,6,-36810.5525739042,73633.1093492789,1222.06079372618,4.29408233338276e-266
"10433",5.92974789235161,NA,NA,NA,NA,NA,NA,0.000591906290821609,0.000701469488744416,NA,NA,NA,-0.234690916673482,NA,0.0256028709738303,6,-36812.3668089852,73636.7378194409,1225.68926388815,6.99774451739297e-267
"10307",5.91713045450415,NA,0.00211418202934458,NA,NA,NA,NA,0.00119988154938333,NA,NA,NA,NA,-0.242286364492529,NA,0.0253674249900962,6,-36815.5841752752,73643.1725520209,1232.12399646825,2.80332633331875e-268
"10369",5.93234705704956,NA,NA,NA,NA,NA,NA,NA,0.00130718265538896,NA,NA,NA,-0.232789745987447,NA,0.0256794312627595,5,-36818.5977064855,73647.1984138713,1236.14985831859,3.7451469534415e-269
"10305",5.92739978002963,NA,NA,NA,NA,NA,NA,0.00125716173663418,NA,NA,NA,NA,-0.236564987247013,NA,0.0255626942856368,5,-36820.4761780461,73650.9553569924,1239.90680143972,5.72346498462705e-270
"10242",5.91510751030426,0.000516118733536837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.229898118863149,NA,0.0262290483046005,5,-36820.797455396,73651.5979116922,1240.54935613947,4.15078319721782e-270
"10265",5.1220276569911,NA,NA,NA,9.72081101471045e-06,1.53713076127731,NA,NA,NA,NA,NA,NA,-0.197722108136496,NA,0.0276075718426985,6,-36882.4461051919,73776.8964118543,1365.84785630163,2.56984212849461e-297
"14345",5.43555386961097,NA,NA,NA,1.05152227758506e-05,NA,NA,NA,NA,NA,NA,NA,-0.203081159799248,17.0677816008102,0.0285016934629237,6,-36884.6075867431,73781.2193749568,1370.1708194041,2.95928596198487e-298
"11281",4.99828891983783,NA,NA,NA,NA,1.51705353133985,NA,NA,NA,NA,NA,0.109227071390458,-0.216374100129734,NA,0.0297347419950882,6,-36983.4381660425,73978.8805335554,1567.83197800274,0
"11521",5.8369348605348,NA,NA,NA,NA,NA,NA,NA,NA,0.00178013816814075,NA,0.0870437633861822,-0.262479911391731,NA,0.0266450505416554,6,-36986.8491678157,73985.7025371019,1574.65398154916,0
